날짜,항목,팀,선수,비고,포지션
2021-08-11,소속선수 추가 등록,KIA,신범수,군보류 해제,포수
2021-08-11,소속선수 추가 등록,KIA,유승철,군보류 해제,투수
2021-08-11,소속선수 추가 등록,KIA,한승혁,군보류 해제,투수
2021-08-11,웨이버,키움,송우현,,외야수
2021-08-11,임의해지,KIA,브룩스,,투수
2021-08-10,소속선수 추가 등록,SSG,정상호,육성선수 말소,포수
2021-08-10,등번호 변경,한화,이도윤,14→7,내야수
2021-08-09,소속선수 추가 등록,NC,박대온,육성선수 말소,포수
2021-08-09,소속선수 추가 등록,NC,최보성,육성선수 말소,내야수
2021-08-06,소속선수 추가 등록,KT,호잉,,외야수
2021-08-06,소속선수 추가 등록,키움,크레익,,내야수
2021-08-06,등번호 변경,롯데,강로한,1→17,외야수
2021-08-06,등번호 변경,롯데,안중열,17→1,포수
2021-08-03,소속선수 추가 등록,두산,윤수호,군보류 해제,투수
2021-07-31,트레이드,KT,김준태,롯데→KT,포수
2021-07-31,트레이드,KT,오윤석,롯데→KT,내야수
2021-07-31,트레이드,롯데,이강준,KT→롯데,투수
2021-07-30,군보류 자유계약선수,롯데,강민성,,투수
2021-07-29,소속선수 추가 등록,LG,문성주,육성선수 말소,외야수
2021-07-29,소속선수 추가 등록,LG,보어,,내야수
2021-07-29,등번호 변경,LG,신민재,14→53,내야수
2021-07-29,등번호 변경,LG,함덕주,53→11,투수
2021-07-29,자유계약선수,롯데,이병규,,내야수
2021-07-27,소속선수 추가 등록,LG,안익훈,육성선수 말소,외야수
2021-07-27,등번호 변경,LG,안익훈,121→8,외야수
2021-07-27,등번호 변경,LG,이주형,8→86,내야수
2021-07-27,자유계약선수,KIA,김명찬,,투수
2021-07-27,자유계약선수,KIA,문선재,,외야수
2021-07-27,자유계약선수,KIA,장영석,,내야수
2021-07-27,자유계약선수,KIA,황인준,,투수
2021-07-27,트레이드,LG,서건창,키움→LG,내야수
2021-07-27,트레이드,키움,정찬헌,LG→키움,투수
2021-07-22,군보류,한화,김진욱,,투수
2021-07-22,군보류,한화,박주홍,,투수
2021-07-22,웨이버,롯데,이병규,,내야수
2021-07-22,트레이드,NC,신인,"2022 신인드래프트 2차 4R, 롯데→NC",지명권
2021-07-22,트레이드,롯데,강윤구,NC→롯데,투수
2021-07-20,소속선수 추가 등록,KT,고명성,군보류 해제,내야수
2021-07-20,소속선수 추가 등록,KIA,김석환,군보류 해제,내야수
2021-07-20,소속선수 추가 등록,KIA,장지수,군보류 해제,투수
2021-07-20,웨이버,KIA,김명찬,,투수
2021-07-20,웨이버,KIA,문선재,,외야수
2021-07-20,웨이버,KIA,장영석,,내야수
2021-07-20,웨이버,KIA,황인준,,투수
2021-07-13,군보류,LG,김대현,,투수
2021-07-12,군보류 자유계약선수,SSG,최경모,,내야수
2021-07-12,자유계약선수,KT,한승지,,투수
2021-07-12,자유계약선수,한화,힐리,,내야수
2021-07-10,부상자 명단,한화,이충호,15일,투수
2021-07-09,군보류,SSG,류효승,,외야수
2021-07-08,부상자 명단,삼성,김상수,10일,내야수
2021-07-08,군보류 자유계약선수,한화,김태연,,내야수
2021-07-08,소속선수 추가 등록,롯데,안중열,군보류 해제,포수
2021-07-08,소속선수 추가 등록,롯데,정성종,군보류 해제,투수
2021-07-07,소속선수 추가 등록,NC,이우석,군보류 해제,투수
2021-07-07,소속선수 추가 등록,KT,김태오,군보류 해제,투수
2021-07-07,소속선수 추가 등록,KT,엄상백,군보류 해제,투수
2021-07-07,소속선수 추가 등록,키움,송성문,군보류 해제,내야수
2021-07-07,소속선수 추가 등록,키움,예진원,군보류 해제,외야수
2021-07-07,소속선수 추가 등록,SSG,안상현,군보류 해제,내야수
2021-07-06,부상자 명단,LG,차우찬,10일,투수
2021-07-06,자유계약선수,LG,라모스,,내야수
2021-07-05,부상자 명단,NC,노진혁,10일,내야수
2021-07-05,웨이버,KT,한승지,,투수
2021-07-05,웨이버,한화,힐리,,내야수
2021-07-03,자유계약선수,KT,알몬테,,외야수
2021-07-03,자유계약선수,한화,박한결,,내야수
2021-07-03,자유계약선수,한화,정기훈,,내야수
2021-07-03,트레이드,KIA,강경학,한화→KIA,내야수
2021-07-03,트레이드,한화,백용환,KIA→한화,포수
2021-07-02,부상자 명단,키움,박병호,10일,내야수
2021-07-02,소속선수 추가 등록,키움,이명기,육성선수 말소,내야수
2021-07-01,군보류 자유계약선수,한화,김인환,,내야수
2021-07-01,자유계약선수,키움,프레이타스,,내야수
2021-06-29,웨이버,LG,라모스,,내야수
2021-06-28,부상자 명단,롯데,추재현,30일,외야수
2021-06-27,소속선수 추가 등록,NC,김기환,육성선수 말소,외야수
2021-06-26,부상자 명단,두산,김재환,10일,외야수
2021-06-26,부상자 명단,두산,박치국,10일,투수
2021-06-26,부상자 명단,KIA,박준표,10일,투수
2021-06-26,소속선수 추가 등록,한화,장지승,육성선수 말소,외야수
2021-06-26,웨이버,KT,알몬테,,외야수
2021-06-26,웨이버,한화,박한결,,내야수
2021-06-26,웨이버,한화,정기훈,,내야수
2021-06-26,트레이드,삼성,오선진,한화→삼성,내야수
2021-06-26,트레이드,한화,이성곤,삼성→한화,외야수
2021-06-25,부상자 명단,한화,이충호,15일,투수
2021-06-25,소속선수 추가 등록,SSG,가빌리오,,투수
2021-06-24,부상자 명단,NC,정범모,30일,포수
2021-06-24,웨이버,키움,프레이타스,,내야수
2021-06-23,소속선수 추가 등록,SSG,신재영,육성선수 말소,투수
2021-06-23,소속선수 추가 등록,SSG,조요한,육성선수 말소,투수
2021-06-22,부상자 명단,NC,이명기,15일 / 7.4 1군 엔트리 등록,외야수
2021-06-22,군보류 자유계약선수,SSG,하성진,,내야수
2021-06-21,부상자 명단,두산,김명신,10일,투수
2021-06-21,부상자 명단,롯데,김대우,30일,투수
2021-06-21,군보류 자유계약선수,한화,이원석,,외야수
2021-06-20,부상자 명단,KT,문상철,15일,외야수
2021-06-20,부상자 명단,롯데,최준용,30일,투수
2021-06-19,부상자 명단,KT,김병희,15일,내야수
2021-06-19,부상자 명단,KT,장성우,10일,포수
2021-06-18,부상자 명단,롯데,민병헌,15일,외야수
2021-06-18,군보류,삼성,양우현,,내야수
2021-06-18,군보류,삼성,오현석,,내야수
2021-06-18,소속선수 추가 등록,키움,이주형,육성선수 말소,외야수
2021-06-17,부상자 명단,KT,유한준,10일,외야수
2021-06-17,부상자 명단,한화,장운호,15일,외야수
2021-06-16,부상자 명단,두산,유재유,15일,투수
2021-06-16,부상자 명단,삼성,김대우,10일,투수
2021-06-16,소속선수 추가 등록,KIA,최용준,육성선수 말소,투수
2021-06-16,소속선수 추가 등록,삼성,몽고메리,,투수
2021-06-15,부상자 명단,KIA,박찬호,10일,내야수
2021-06-15,부상자 명단,KIA,최형우,10일,외야수
2021-06-15,군보류 자유계약선수,한화,김민기,,내야수
2021-06-14,부상자 명단,두산,김재호,10일,내야수
2021-06-14,부상자 명단,롯데,한동희,10일,내야수
2021-06-12,부상자 명단,두산,김강률,10일,투수
2021-06-12,자유계약선수,SSG,르위키,,투수
2021-06-10,부상자 명단,NC,김영규,30일,투수
2021-06-09,부상자 명단,두산,오재원,10일,내야수
2021-06-09,자유계약선수,삼성,라이블리,,투수
2021-06-07,소속선수 추가 등록,두산,박유연,군보류 해제,포수
2021-06-07,소속선수 추가 등록,두산,전민재,군보류 해제,내야수
2021-06-05,부상자 명단,삼성,양창섭,10일,투수
2021-06-05,부상자 명단,SSG,문승원,30일,투수
2021-06-05,소속선수 추가 등록,SSG,양선률,육성선수 말소,투수
2021-06-05,웨이버,SSG,르위키,,투수
2021-06-03,부상자 명단,두산,곽빈,10일,투수
2021-06-03,부상자 명단,롯데,안치홍,15일,내야수
2021-06-02,부상자 명단,두산,김강률,10일,투수
2021-06-02,웨이버,삼성,라이블리,,투수
2021-06-01,부상자 명단,KIA,류지혁,10일,내야수
2021-06-01,경조휴가,삼성,구자욱,5일 / 6.3 1군 엔트리 등록,외야수
2021-05-31,부상자 명단,롯데,구승민,10일,투수
2021-05-30,소속선수 추가 등록,두산,고봉재,육성선수 말소,투수
2021-05-29,부상자 명단,KIA,이준영,10일,투수
2021-05-29,부상자 명단,SSG,박종훈,30일,투수
2021-05-29,부상자 명단,한화,이해창,15일,포수
2021-05-29,소속선수 추가 등록,한화,김태균,은퇴경기 선수 등록,내야수
2021-05-29,소속선수 추가 등록,한화,이충호,육성선수 말소,투수
2021-05-28,부상자 명단,NC,노시훈,30일,투수
2021-05-28,부상자 명단,두산,박건우,10일,외야수
2021-05-28,FA 보상선수,두산,박정수,NC→두산,투수
2021-05-27,부상자 명단,KT,김민혁,10일,외야수
2021-05-26,경조휴가,LG,채은성,5일 / 5.28 1군 엔트리 등록,외야수
2021-05-26,부상자 명단,삼성,양창섭,10일,투수
2021-05-25,부상자 명단,두산,박계범,10일,내야수
2021-05-24,부상자 명단,NC,권희동,30일 / 6.18 1군 엔트리 등록,외야수
2021-05-23,부상자 명단,두산,이승진,10일,투수
2021-05-22,부상자 명단,KIA,류지혁,10일,내야수
2021-05-22,FA 계약,NC,이용찬,,투수
2021-05-21,군보류,KT,강현우,,포수
2021-05-21,소속선수 추가 등록,한화,정인욱,육성선수 말소,투수
2021-05-21,트레이드,NC,정진기,SSG→NC,외야수
2021-05-21,트레이드,NC,정현,SSG→NC,내야수
2021-05-21,트레이드,SSG,김찬형,NC→SSG,내야수
2021-05-20,부상자 명단,LG,오지환,10일,내야수
2021-05-20,소속선수 추가 등록,삼성,문용익,군보류 해제,투수
2021-05-19,부상자 명단,롯데,이대호,15일,내야수
2021-05-18,자유계약선수,SSG,김세현,,투수
2021-05-16,부상자 명단,삼성,양창섭,10일,투수
2021-05-15,부상자 명단,두산,박계범,10일,내야수
2021-05-15,소속선수 추가 등록,LG,최현준,군보류 해제,내야수
2021-05-14,부상자 명단,한화,이해창,15일,포수
2021-05-14,소속선수 추가 등록,롯데,김도규,육성선수 말소,투수
2021-05-13,부상자 명단,한화,김진영,15일,투수
2021-05-13,소속선수 추가 등록,키움,브리검,,투수
2021-05-12,부상자 명단,LG,이형종,10일,외야수
2021-05-12,부상자 명단,LG,함덕주,10일,투수
2021-05-12,부상자 명단,삼성,김동엽,10일,외야수
2021-05-12,소속선수 추가 등록,두산,현도훈,육성선수 말소,투수
2021-05-11,소속선수 추가 등록,롯데,이주찬,육성선수 말소,내야수
2021-05-11,소속선수 추가 등록,한화,이승관,육성선수 말소,투수
2021-05-11,등번호 변경,KIA,윤중현,03→19,투수
2021-05-11,웨이버,SSG,김세현,,투수
2021-05-09,부상자 명단,LG,김윤식,10일,투수
2021-05-08,부상자 명단,KIA,나지완,10일,외야수
2021-05-08,소속선수 추가 등록,KIA,윤중현,육성선수 말소,투수
2021-05-07,부상자 명단,NC,홍성민,10일,투수
2021-05-07,부상자 명단,SSG,김상수,15일,투수
2021-05-07,소속선수 추가 등록,NC,노시훈,육성선수 말소,투수
2021-05-07,소속선수 추가 등록,KT,신병률,군보류 해제,투수
2021-05-06,부상자 명단,두산,조수행,10일,외야수
2021-05-06,부상자 명단,SSG,최주환,10일,내야수
2021-05-06,등번호 변경,두산,박웅,105→77,투수
2021-05-05,부상자 명단,NC,김찬형,10일,내야수
2021-05-05,부상자 명단,한화,김이환,15일,투수
2021-05-05,소속선수 추가 등록,두산,박웅,육성선수 말소,투수
2021-05-03,부상자 명단,KIA,김현준,10일,투수
2021-05-03,부상자 명단,삼성,김윤수,10일,투수
2021-05-02,부상자 명단,LG,이형종,10일,외야수
2021-05-02,부상자 명단,롯데,이승헌,10일,투수
2021-05-02,부상자 명단,삼성,김동엽,10일,외야수
2021-05-01,부상자 명단,NC,전민수,15일,외야수
2021-05-01,소속선수 추가 등록,두산,곽빈,육성선수 말소,투수
2021-05-01,소속선수 추가 등록,LG,고효준,육성선수 말소,투수
2021-05-01,소속선수 추가 등록,LG,문보경,육성선수 말소,내야수
2021-05-01,소속선수 추가 등록,키움,김성진,육성선수 말소,투수
2021-05-01,소속선수 추가 등록,KIA,박정우,육성선수 말소,외야수
2021-05-01,소속선수 추가 등록,롯데,장두성,육성선수 말소,외야수
2021-05-01,등번호 변경,LG,고효준,115→15,투수
2021-05-01,등번호 변경,LG,문보경,102→35,내야수
2021-05-01,등번호 변경,키움,김성진,01→34,투수
2021-05-01,등번호 변경,키움,문찬종,8→22,내야수
2021-05-01,등번호 변경,KIA,박정우,06→0,외야수
2021-04-30,부상자 명단,KIA,이창진,10일,외야수
2021-04-30,군보류,키움,김신회,,외야수
2021-04-29,부상자 명단,KIA,류지혁,10일,내야수
2021-04-28,부상자 명단,KIA,나지완,10일,외야수
2021-04-28,부상자 명단,한화,김진영,15일,투수
2021-04-26,부상자 명단,키움,박병호,10일,내야수
2021-04-26,부상자 명단,SSG,최주환,10일,내야수
2021-04-25,부상자 명단,KT,황재균,30일,내야수
2021-04-25,부상자 명단,LG,임찬규,10일,투수
2021-04-25,부상자 명단,키움,안우진,10일,투수
2021-04-24,부상자 명단,NC,송명기,30일 / 5.22 1군 엔트리 등록,투수
2021-04-24,부상자 명단,한화,문동욱,15일,투수
2021-04-23,부상자 명단,두산,박치국,10일,투수
2021-04-23,군보류 자유계약선수,KT,박시윤,,투수
2021-04-22,부상자 명단,LG,함덕주,10일,투수
2021-04-22,부상자 명단,삼성,김헌곤,10일,외야수
2021-04-22,군보류,삼성,장지훈,,투수
2021-04-22,자유계약선수,키움,스미스,,투수
2021-04-21,부상자 명단,KT,박경수,10일,내야수
2021-04-21,부상자 명단,LG,채은성,10일,외야수
2021-04-20,부상자 명단,NC,박민우,10일,내야수
2021-04-18,부상자 명단,NC,강진성,15일,내야수
2021-04-18,부상자 명단,두산,정수빈,10일,외야수
2021-04-18,부상자 명단,롯데,김건국,10일,투수
2021-04-17,부상자 명단,두산,박세혁,30일,포수
2021-04-16,경조휴가,두산,김재호,5일 / 4.20 1군 엔트리 등록,내야수
2021-04-15,부상자 명단,KIA,이승재,10일,투수
2021-04-15,웨이버,키움,스미스,,투수
2021-04-14,부상자 명단,LG,임찬규,10일,투수
2021-04-12,부상자 명단,키움,박준태,30일,외야수
2021-04-12,부상자 명단,키움,임지열,30일,외야수
2021-04-10,부상자 명단,두산,오재원,10일,내야수
2021-04-09,부상자 명단,한화,문동욱,15일,투수
2021-04-05,소속선수 추가 등록,LG,김태형,군보류 해제,투수
2021-04-02,등번호 변경,두산,박치국,6→1,투수
2021-04-02,등번호 변경,두산,오명진,106→6,내야수
2021-03-30,군보류,키움,주효상,,포수
2021-03-26,등번호 변경,두산,오명진,53→106,내야수
2021-03-26,등번호 변경,KT,김건형,105→0,외야수
2021-03-26,등번호 변경,KT,윤준혁,102→68,내야수
2021-03-25,트레이드,두산,남호,LG→두산,투수
2021-03-25,트레이드,두산,양석환,LG→두산,내야수
2021-03-25,트레이드,LG,채지선,두산→LG,투수
2021-03-25,트레이드,LG,함덕주,두산→LG,투수
2021-03-23,군보류,NC,김성욱,,외야수
2021-03-23,군보류,NC,김형준,,포수
2021-03-23,군보류,NC,배재환,,투수
2021-03-23,군보류,NC,최성영,,투수
2021-03-23,군보류,두산,이유찬,,내야수
2021-03-23,군보류,KT,김민,,투수
2021-03-23,군보류,KT,손동현,,투수
2021-03-23,군보류,키움,임병욱,,외야수
2021-03-23,군보류,KIA,김기훈,,투수
2021-03-23,군보류,KIA,홍종표,,내야수
2021-03-23,군보류,SSG,김주한,,투수
2021-03-23,군보류,SSG,백승건,,투수
2021-03-23,군보류,SSG,이원준,,투수
2021-03-23,군보류,SSG,최준우,,내야수
2021-03-23,등번호 변경,NC,박시원,96→43,외야수
2021-03-23,등번호 변경,KIA,멩덴,19→15,투수
2021-03-23,등번호 변경,KIA,이준영,15→20,투수
2021-03-19,소속선수 추가 등록,키움,프레이타스,,내야수
2021-03-05,소속선수 추가 등록,두산,유재유,군보류 해제,투수
2021-03-03,소속선수 추가 등록,SSG,추신수,2007 해외파 특별지명,외야수
2021-03-02,등번호 변경,SSG,이태양,17→15,투수
